time,open,high,low,close,Volume,Volume MA,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2018-04-09T02:00:00+02:00,7026.335,7177.1125,6612.285,6773.91,38615.17007,45195.06612,6854.435833,6854.435833,6854.435833,6854.435833,6854.435833,6854.435833,6854.435833,7093.333668,7480.21817,7980.368428,8618.938001,9196.48643,8065.130995,6895.305345,8650.04382,6310.392519,9234.956646,5725.479694,77.02179584,58.77292708,37.20309716,35.03442599,NaN,NaN
2018-04-10T02:00:00+02:00,6775.9125,6889.405,6653.08,6830.335,22853.85268,44086.26782,6790.94,6790.94,6790.94,6790.94,6790.94,6790.94,6790.94,7052.872335,7421.137882,7914.652232,8555.059322,9143.905287,7981.151577,6861.124187,8541.165271,6301.110492,9101.178966,5741.096797,82.77982707,73.6785775,38.14492951,35.168305,NaN,NaN
2018-04-11T02:00:00+02:00,6827.845,6973.69,6803.7375,6941.09,21306.62949,42921.95218,6906.1725,6906.1725,6906.1725,6906.1725,6906.1725,6906.1725,6906.1725,7035.675052,7377.497165,7859.020105,8497.417561,9094.953836,7909.649346,6845.344984,8441.801527,6313.192803,8973.953708,5781.040622,84.04178669,81.28113653,40.04571058,35.28585707,NaN,NaN
2018-04-12T02:00:00+02:00,6941.0675,8174.0425,6762.85,7920.0175,75152.91367,44415.00133,7618.97,7618.97,7618.97,7618.97,7618.97,7618.97,7618.97,7171.727737,7426.817196,7862.50567,8476.79613,9068.84414,8021.757971,6831.87642,8616.698746,6236.935645,9211.639521,5641.99487,93.61377021,86.81179466,53.61377006,36.84398864,NaN,NaN
2018-04-13T02:00:00+02:00,7919.9375,8230.8275,7746.6875,7887.1375,59637.18052,45826.04191,7954.884167,7954.884167,7954.884167,7954.884167,7954.884167,7954.884167,7954.884167,7281.790777,7468.664496,7863.913203,8455.736893,9042.583992,8055.69093,6881.638062,8642.717364,6294.611628,9229.743798,5707.585194,99.36647214,92.34067635,53.17845951,38.48685571,NaN,NaN
2018-04-14T02:00:00+02:00,7884.3575,8193.325,7825.4675,8001.6225,25306.62155,45693.1822,8006.805,8006.805122,8006.804878,8006.805244,8006.804756,8006.805366,8006.804634,7392.534119,7517.115224,7871.782306,8439.518522,9019.451515,8088.486734,6945.743713,8659.858244,6374.372203,9231.229754,5803.000693,99.36647214,97.44890483,54.56185051,40.13449076,NaN,NaN
2018-04-15T02:00:00+02:00,8002.395,8411.2475,7999.7525,8357.55,23691.28021,44157.81367,8256.183333,8256.183333,8256.183333,8256.183333,8256.183333,8256.183333,8256.183333,7540.998101,7593.518385,7899.54046,8436.591075,9004.742592,8153.470145,7033.566626,8713.421904,6473.614866,9273.373664,5913.663107,99.36647214,99.36647214,58.65210467,42.13037514,NaN,NaN
2018-04-16T02:00:00+02:00,8360.46,8417.1925,7903.2475,8051.6125,34828.14018,43693.68175,8124.0175,8124.017622,8124.017378,8124.017744,8124.017256,8124.017866,8124.017134,7619.554162,7635.163305,7908.230291,8422.84184,8983.561923,8191.828867,7078.497742,8748.494429,6521.83218,9305.159992,5965.166618,94.08847907,97.60714112,54.14072307,43.53123317,NaN,NaN
2018-04-17T02:00:00+02:00,8053.95,8167.455,7812.28,7891.5925,28149.71791,43510.50009,7957.109167,7957.109167,7957.109167,7957.109167,7957.109167,7957.109167,7957.109167,7661.406214,7658.47505,7907.27956,8403.868649,8959.295936,8200.748429,7116.20167,8743.021808,6573.928291,9285.295188,6031.654912,85.23086998,92.89527373,51.89241371,44.37833795,NaN,NaN
2018-04-18T02:00:00+02:00,7891.5725,8253.5775,7873.7875,8165.4725,33095.39878,41039.69443,8097.6125,8097.6125,8097.6125,8097.6125,8097.6125,8097.6125,8097.6125,7738.954874,7704.565727,7922.033442,8395.354501,8941.655415,8235.233151,7173.898303,8765.900574,6643.23088,9296.567998,6112.563456,80.85529135,86.72488013,55.31287858,45.85060562,NaN,NaN
